"id","utmlong","utmlat","ESTtime","dx","dy","dist","dt","R2n","abs.angle","rel.angle"
"1",567114,2948614,2016-07-20 01:00:00,-10,27,28.7923600977759,3600,4,1.92550197880584,0.895125152281524
"1",567104,2948641,2016-07-20 02:00:00,-20,-5,20.6155281280883,7200,793,-2.89661399046293,1.46106933791082
"1",567084,2948636,2016-07-20 04:00:00,-2,3,3.60555127546399,7200,1268,2.15879893034246,-1.22777238637419
"1",567082,2948639,2016-07-20 06:00:00,103,-65,121.794909581641,7200,1525,-0.562950897971507,-2.72174982831397
"1",567185,2948574,2016-07-20 08:00:00,-327,-213,390.25376359492,7200,6929,-2.56425062698337,-2.00129972901186
"1",566858,2948361,2016-07-20 10:00:00,334,174,376.605894802511,7200,128525,0.480273155400484,3.04452378238385
"1",567192,2948535,2016-07-20 12:00:00,-108,62,124.531120608465,7200,12641,2.62045451010568,2.14018135470519
"1",567084,2948597,2016-07-20 14:00:00,5,-6,7.81024967590665,7200,1073,-0.876058050598193,2.78667274647572
"1",567089,2948591,2016-07-20 16:00:00,19,58,61.0327780786685,32400,1058,1.25422707318249,2.13028512378069
"1",567108,2948649,2016-07-21 01:00:00,-23,-23,32.5269119345812,3600,1241,-2.35619449019234,2.67276374380475
"1",567085,2948626,2016-07-21 02:00:00,-6,6,8.48528137423857,7200,873,2.35619449019234,-1.5707963267949
"1",567079,2948632,2016-07-21 04:00:00,21,13,24.6981780704569,7200,1413,0.554307496201551,-1.80188699399079
"1",567100,2948645,2016-07-21 06:00:00,93,-79,122.024587686253,7200,1105,-0.704181856946711,-1.25848935314826
"1",567193,2948566,2016-07-21 08:00:00,14,4,14.560219778561,7200,8865,0.278299659005111,0.982481515951822
"1",567207,2948570,2016-07-21 10:00:00,-53,-63,82.3286098510111,7200,10961,-2.2702001989981,-2.54849985800322
"1",567154,2948507,2016-07-21 12:00:00,34,78,85.0881895447306,7200,13213,1.15973177940503,-2.85325332877645
"1",567188,2948585,2016-07-21 14:00:00,-101,8,101.316336293808,7200,6617,3.0625497594112,1.90281798000617
"1",567087,2948593,2016-07-21 16:00:00,-5,-31,31.4006369362152,32400,1066,-1.73070944995312,1.48992609781527
"1",567082,2948562,2016-07-22 01:00:00,5,63,63.1981012372998,3600,3604,1.49159725582545,-3.06087860140103
"1",567087,2948625,2016-07-22 02:00:00,-22,9,23.7697286480094,7200,746,2.75327393541733,1.26167667959188
"1",567065,2948634,2016-07-22 04:00:00,12,-63,64.1326749792959,7200,2609,-1.38257482149013,2.14733655027213
"1",567077,2948571,2016-07-22 06:00:00,-3,4,5,7200,3074,2.21429743558818,-2.68631305010128
"1",567074,2948575,2016-07-22 08:00:00,-501,-250,559.911600165598,7200,2965,-2.67874376646387,1.39014410512754
"1",566573,2948325,2016-07-22 10:00:00,529,248,584.247379112649,7200,374042,0.438384990698679,3.11712875716254
"1",567102,2948573,2016-07-22 12:00:00,-16,24,28.8444102037119,7200,1781,2.15879893034246,1.72041393964378
"1",567086,2948597,2016-07-22 14:00:00,1,-59,59.0084739677277,7200,965,-1.55384879698849,2.57053757984863
"1",567087,2948538,2016-07-22 16:00:00,-97,-38,104.177732745534,32400,6401,-2.76821628042959,-1.2143674834411
"1",566990,2948500,2016-07-23 01:00:00,23,-33,40.2243707222375,3600,27880,-0.962107019467485,1.8061092609621
"1",567013,2948467,2016-07-23 02:00:00,81,126,149.789852793839,7200,31410,0.99945884696127,1.96156586642875
"1",567094,2948593,2016-07-23 04:00:00,-9,24,25.6320112359526,7200,765,1.92956699706547,0.930108150104199
"1",567085,2948617,2016-07-23 06:00:00,-11,2,11.1803398874989,7200,738,2.96173915379732,1.03217215673185
"1",567074,2948619,2016-07-23 08:00:00,85,-68,108.853112036358,7200,1469,-0.674740942223553,2.64670521115872
"1",567159,2948551,2016-07-23 10:00:00,-55,22,59.2368128784795,7200,6178,2.76108627647743,-2.84735808847861
"1",567104,2948573,2016-07-23 12:00:00,13,-13,18.3847763108502,7200,1745,-0.785398163397448,2.73670086730471
"1",567117,2948560,2016-07-23 14:00:00,4,0,4,7200,2941,0,0.785398163397448
"1",567121,2948560,2016-07-23 16:00:00,-39,42,57.3149195236284,32400,2997,2.31917437431841,2.31917437431841
"1",567082,2948602,2016-07-24 01:00:00,46,117,125.717938258627,3600,1044,1.19619830042859,-1.12297607388983
"1",567128,2948719,2016-07-24 02:00:00,-6,-87,87.2066511224918,7200,11281,-1.63965281609594,-2.83585111652453
"1",567122,2948632,2016-07-24 04:00:00,-42,-2,42.0475920832573,7200,424,-3.09400955031281,-1.45435673421687
"1",567080,2948630,2016-07-24 06:00:00,7,-74,74.3303437365925,7200,1280,-1.47648237546772,1.61752717484509
"1",567087,2948556,2016-07-24 08:00:00,-747,-391,843.142929757464,7200,3989,-2.65937953866636,-1.18289716319865
"1",566340,2948165,2016-07-24 10:00:00,762,414,867.202398520668,7200,797585,0.49769017984917,-3.12611558866405
"1",567102,2948579,2016-07-24 12:00:00,-20,0,20,7200,1325,3.14159265358979,2.64390247374062
"1",567082,2948579,2016-07-24 14:00:00,-1,-13,13.0384048104053,7200,2125,-1.64756821806467,1.49402443552512
"1",567081,2948566,2016-07-24 16:00:00,706,396,809.476373960352,32400,3265,0.511178155385001,2.15874637344968
"1",567787,2948962,2016-07-25 01:00:00,10,-27,28.7923600977759,3600,576729,-1.21609067478396,-1.72726883016896
"1",567797,2948935,2016-07-25 02:00:00,-2,64,64.0312423743285,7200,572266,1.60203616022516,2.81812683500912
"1",567795,2948999,2016-07-25 04:00:00,-31,-37,48.2700735445887,7200,614714,-2.2681871166646,2.41296203028982
"1",567764,2948962,2016-07-25 06:00:00,-663,-402,775.353467780986,7200,546208,-2.59652819667899,-0.328341080014386
"1",567101,2948560,2016-07-25 08:00:00,6,-9,10.816653826392,7200,3037,-0.982793723247329,1.61373447343166
"1",567107,2948551,2016-07-25 10:00:00,-20,-21,29,7200,3994,-2.33180908101963,-1.3490153577723
"1",567087,2948530,2016-07-25 12:00:00,32,30,43.8634243989226,7200,7681,0.753151280962194,3.08496036198182
"1",567119,2948560,2016-07-25 14:00:00,-40,63,74.6257328272225,7200,2965,2.13649779545107,1.38334651448888
"1",567079,2948623,2016-07-25 16:00:00,622,564,839.630871276182,32400,1170,0.736533214964508,-1.39996458048657
"1",567701,2949187,2016-07-26 01:00:00,55,-291,296.151988006159,3600,675250,-1.38399639690276,-2.12052961186727
"1",567756,2948896,2016-07-26 02:00:00,-31,98,102.786185842262,7200,494260,1.87716347941094,-3.02202543086589
"1",567725,2948994,2016-07-26 04:00:00,32,-74,80.6225774829855,7200,520169,-1.16264722303981,-3.03981070245075
"1",567757,2948920,2016-07-26 06:00:00,-698,-344,778.164507029201,7200,509661,-2.68369210775219,-1.52104488471238
